token	token_ids	count
fascinated	15677	2
fascinating	17160	2
fascination	18987	1
fascist	14870	1
fashion	4827	5
fashionable	19964	2
fashioned	13405	3
faster	5514	3
fastest	7915	3
fatal	10611	3
fatalities	20871	4
fatally	26292	1
fate	6580	5
fated	27442	1
father	2269	33
fault	6346	6
faults	19399	2
faulty	28927	2
favor	5684	6
favorable	11119	14
favored	12287	5
favorite	5440	8
favour	7927	8
favourable	18731	2
favoured	16822	2
favourite	8837	5
fear	3571	8
feared	8615	4
fearing	14892	5
fears	10069	2
feasibility	24010	2
feasible	22945	2
feast	9831	3
feat	8658	5
feather	15550	1
feathers	12261	1
feature	3444	24
featured	2956	23
features	2838	48
featuring	3794	8
fed	7349	6
federal	2976	9
feed	5438	3
feeding	8521	5
feel	2514	11
feeling	3110	12
feelings	5346	5
feels	5683	6
fees	9883	2
feet	2519	12
fell	3062	15
fellow	3507	12
fellowship	7881	1
felt	2371	55
female	2931	5
feminist	10469	5
fencing	15962	1
fern	20863	1
ferry	7115	15
festivals	7519	2
festivities	21206	2
fever	9016	4
few	2261	80
fewer	8491	6
fibre	20962	3
fiction	4349	5
fictional	7214	3
fiddle	15888	2
fidelity	22625	2
fielding	15452	2
fields	4249	9
fiercely	16265	2
fifteen	5417	8
fifteenth	16249	3
fifth	3587	20
fifties	25942	1
fifty	5595	8
fight	2954	47
fighters	7299	2
fighting	3554	38
fights	9590	3
figurative	29407	1
figure	3275	27
figured	6618	1
figures	4481	16
filed	6406	3
fill	6039	8
filled	3561	6
film	2143	207
filmed	6361	17
filming	7467	14
filmmaker	12127	3
filmmakers	16587	3
films	3152	22
filter	11307	23
filters	17736	18
final	2345	77
finale	9599	2
finalist	9914	13
finally	2633	25
finals	4399	18
financed	13790	3
finances	16156	1
financial	3361	18
financially	13732	1
financing	12135	1
find	2424	29
finding	4531	7
finds	4858	14
fine	2986	8
fined	16981	1
finely	22126	1
fines	21892	1
finest	10418	9
finger	4344	4
fingerprints	27556	1
fingers	3093	2
finish	3926	10
finished	2736	29
finishes	12321	1
finishing	5131	7
fire	2543	116
fired	5045	9
fires	8769	5
firing	7493	16
firm	3813	4
firmly	7933	2
first	2034	500
firstly	15847	3
fiscal	10807	2
fish	3869	6
fishermen	16532	1
fishes	21995	4
fishing	5645	6
fist	7345	1
fit	4906	10
fitted	7130	19
fitting	11414	3
five	2274	99
fixed	4964	3
flag	5210	5
flagship	10565	6
flair	22012	2
flame	8457	1
flank	12205	18
flanking	24958	3
flanks	23547	2
flap	20916	1
flare	17748	1
flared	14937	1
flash	5956	2
flashback	21907	2
flat	4257	15
flats	14201	2
flattened	16379	8
flaw	28450	2
flawed	25077	2
flaws	21407	2
fled	6783	4
fledgling	25954	2
flee	10574	2
fleeing	14070	1
flees	24776	3
fleet	4170	48
fleets	25515	5
flesh	5771	1
flew	5520	6
flexibility	16991	2
flexible	12379	1
flies	10029	2
flight	3462	16
flights	7599	5
flipped	9357	2
flipping	18497	1
float	14257	3
floating	8274	11
flood	7186	8
flooded	10361	9
flooding	9451	10
floods	14295	4
floor	2723	13
floors	8158	1
floral	18686	2
flotilla	17150	24
flourish	24299	2
flourished	17893	5
flowed	13230	2
flower	6546	3
flowering	10902	1
flowers	4870	11
flown	10583	2
fluctuations	28892	1
fluid	8331	1
flushed	12953	1
flute	8928	1
flux	19251	1
fly	4875	2
flying	3909	15
foam	17952	1
focal	15918	1
focus	3579	17
focused	4208	16
focuses	7679	2
focusing	7995	1
foe	22277	2
fog	9666	5
fold	10671	1
folded	6999	5
folds	15439	8
folklore	13104	1
follow	3582	12
followed	2628	40
followers	8771	3
following	2206	151
follows	4076	10
folly	26272	1
fond	13545	1
font	15489	1
food	2833	19
fool	7966	1
foolish	13219	1
foot	3329	10
footage	8333	6
footballer	4362	2
foothills	18455	1
for	2005	1488
forbade	27315	4
forced	3140	28
forceful	28552	1
forcefully	23097	1
forces	2749	73
forcing	6932	17
fore	18921	3
forecast	19939	9
forehead	6130	11
foreigners	15040	2
foreman	18031	1
foremost	16097	1
forerunner	23993	1
forest	3224	9
forests	6138	8
forever	5091	3
forget	5293	3
forgetting	17693	1
forgive	9641	1
forgot	9471	1
forgotten	6404	2
form	2433	51
formal	5337	8
formally	6246	5
format	4289	4
formation	4195	14
formations	13197	3
formed	2719	76
former	2280	73
formerly	3839	11
formidable	18085	1
forming	5716	5
forms	3596	28
formula	5675	2
formulated	19788	1
fort	3481	12
forth	5743	2
forthcoming	16875	1
fortifications	14507	6
fortified	13313	4
fortress	7841	5
forts	15421	2
fortunate	19590	1
fortune	7280	4
forty	5659	4
forum	7057	7
forward	2830	31
forwards	19390	1
fossil	10725	2
fossils	11954	14
fought	4061	12
foul	12487	5
found	2179	127
foundation	3192	4
foundations	10100	3
founded	2631	9
founder	3910	1
founders	8759	1
founding	4889	3
fountain	9545	2
four	2176	167
fourteen	7426	7
fourteenth	15276	1
fourth	2959	50
fraction	12884	1
fragile	13072	1
fragmentation	28424	1
fragmented	26872	2
fragments	10341	4
frame	4853	10
framed	10366	4
frames	11048	3
framing	20241	2
franchise	6329	5
francs	24313	1
fraternity	13577	1
fray	25975	1
free	2489	46
freed	10650	1
freedom	4071	9
freeing	22198	2
freeway	10846	2
freeze	13184	1
french	2413	166
frequencies	13139	1
frequency	6075	10
frequent	6976	8
frequently	4703	12
fresh	4840	7
freshman	10452	7
freshwater	12573	2
friend	2767	22
friendly	5379	11
friends	2814	14
friendship	6860	7
friendships	28956	1
frigate	15437	6
frigates	22833	8
fringe	13548	1
frog	10729	4
frogs	17582	13
from	2013	1059
front	2392	73
frontal	19124	5
frontier	8880	2
frontman	21597	2
fronts	21430	1
frown	11330	7
frowning	14587	2
frozen	7708	6
fruit	5909	11
fruits	10962	2
frustrated	10206	3
frustrating	25198	2
frustration	9135	3
ft	3027	108
fucking	8239	1
fuel	4762	14
fueled	17999	3
fulfill	13883	2
fulfilled	16829	2
fulfilling	21570	1
full	2440	36
fully	3929	25
fun	4569	6
function	3853	4
functional	8360	2
functionality	15380	1
functioned	20903	2
functions	4972	5
fund	4636	3
fundamental	8050	1
fundamentally	24670	1
funded	6787	4
funding	4804	7
fundraiser	28536	1
fundraising	15524	2
funds	5029	6
funeral	6715	6
funk	11962	3
funnel	25102	3
funny	6057	2
furnace	17533	1
furnished	19851	1
furniture	7390	2
further	2582	80
furthermore	7297	16
fuse	19976	1
fused	19660	1
fusion	10077	3
future	2925	26
gable	13733	2
gain	5114	9
gained	4227	10
gaining	8550	2
gains	12154	1
galleries	11726	2
gallery	3916	17
gambling	12219	1
game	2208	181
gameplay	11247	3
games	2399	77
gang	6080	1
gangster	20067	1
gap	6578	3
gaps	16680	1
garage	7381	3
garde	14535	4
garden	3871	13
gardener	19785	2
gardening	21529	1
garments	21902	1
garnered	13056	3
gas	3806	22
gasoline	13753	1
gate	4796	9
gates	6733	1
gateway	11909	4
gather	8587	4
gathered	5935	2
gathering	7215	3
gathers	29438	1
gave	2435	49
gay	5637	11
gazing	16448	1
gear	6718	1
geared	23636	1
gems	20296	1
gender	5907	2
genera	11416	12
general	2236	96
generally	3227	27
generals	11593	4
generate	9699	4
generated	7013	12
generating	11717	1
generation	4245	11
generations	8213	2
generators	16937	2
generous	12382	3
genesis	11046	6
genocide	14052	2
genre	6907	2
genres	11541	1
gentle	7132	1
gentleman	10170	1
gently	5251	1
genuine	10218	2
genuinely	15958	1
genus	3562	31
geographical	10056	1
geography	10505	2
geological	9843	2
geology	13404	1
geometric	14965	1
geometry	10988	1
georgian	9166	3
german	2446	77
gesture	9218	1
get	2131	35
gets	4152	7
getting	2893	11
ghost	5745	10
ghosts	11277	1
giant	5016	3
gift	5592	3
gifts	9604	1
giles	13287	1
gill	12267	2
gills	29468	11
girl	2611	10
girlfriend	6513	2
girls	3057	5
give	2507	26
given	2445	53
gives	3957	14
giving	3228	14
glands	23340	1
glass	3221	14
glider	18788	7
glimpse	12185	1
global	3795	3
globalization	24370	2
glory	8294	3
glove	15913	3
gloves	11875	2
glue	25238	1
go	2175	28
goal	3125	15
goalkeeper	9653	6
goals	3289	3
gods	5932	1
goes	3632	7
going	2183	22
gold	2751	16
golf	5439	5
gone	2908	2
gonzaga	26840	1
goods	5350	8
goodwill	22875	1
gorgeous	9882	1
got	2288	26
gotten	5407	1
governance	10615	1
governed	9950	1
governing	8677	2
government	2231	99
governments	6867	4
governor	3099	30
governors	11141	2
grab	6723	1
grabs	13273	1
grace	4519	4
graceful	19415	1
graded	21976	2
gradual	16612	3
gradually	6360	9
graduate	4619	4
graduated	3852	3
graduating	6800	1
graffiti	17990	2
grain	8982	1
grammar	8035	3
grammatical	24402	1
grams	20372	6
grand	2882	10
grandchildren	13628	1
granddaughter	12787	2
grandfather	5615	3
grandmother	7133	1
grandson	7631	6
granite	9753	2
grant	3946	10
granted	4379	12
grants	8624	2
grape	14722	1
graphic	8425	1
graphics	8389	8
grasped	15517	1
grass	5568	2
gratitude	15531	1
grave	6542	15
gravel	11127	1
graves	9729	48
graveyard	16685	2
gray	3897	4
great	2307	75
greater	3618	15
greatest	4602	19
greatly	6551	5
greek	3306	13
greens	15505	1
greeted	11188	2
grenade	17038	1
grenades	21914	5
grew	3473	17
grey	4462	2
grief	9940	1
grim	11844	2
grip	6218	1
gripping	13940	1
groan	13001	1
groin	20092	3
grooves	25880	1
gross	7977	1
grossed	17500	6
ground	2598	24
grounds	5286	8
group	2177	129
grouped	15131	6
grouping	19765	1
groups	2967	36
groves	21695	1
grow	4982	5
growing	3652	9
growls	27825	1
grown	4961	5
grows	7502	1
growth	3930	10
guarantee	11302	1
guaranteed	12361	4
guarded	13802	2
guardian	6697	4
guarding	17019	1
gubernatorial	19100	1
guerrilla	15722	1
guess	3984	2
guest	4113	11
guidance	8606	1
guided	8546	3
guides	12468	1
guilt	8056	2
guilty	5905	2
guitar	2858	11
guitarist	5990	10
guitars	7334	2
gum	16031	2
gun	3282	65
gunfire	16978	8
gunner	14850	2
gunners	29000	1
gunnery	27919	2
gunpowder	22220	2
guns	4409	110
gunshot	22077	2
gust	26903	3
guy	3124	4
guys	4364	4
gym	9726	3
gymnasium	11288	1
h	1044	138
ha	5292	9
habitats	10746	2
had	2018	765
hail	16889	2
hailed	16586	2
hair	2606	6
half	2431	74
halftime	22589	4
halfway	8576	3
hall	2534	51
halls	9873	2
hallway	6797	1
halo	17201	1
halt	9190	3
halted	12705	1
hamlet	8429	16
hamlets	21631	2
hampered	22532	3
hand	2192	32
handed	4375	7
handful	9210	7
handicap	15822	1
handle	5047	6
handled	8971	4
handling	8304	7
hands	2398	18
hang	6865	3
hangar	18284	4
hanged	17818	1
hanging	5689	4
hangs	17991	2
happen	4148	3
happened	3047	5
happening	6230	1
happier	19366	1
happily	11361	1
happiness	8404	4
happy	3407	7
harbour	7440	16
hard	2524	19
hardcover	20990	1
hardened	15015	3
harder	6211	4
hardly	6684	3
hardness	23608	2
harmless	19741	1
harmony	9396	1
harsh	8401	3
harshly	21052	1
harvest	11203	2
harvested	22629	1
has	2038	332
hastily	15789	1
hasty	27151	1
hate	5223	1
hated	6283	1
hatred	11150	3
hauling	23113	2
haunted	11171	3
have	2031	386
haven	4033	1
having	2383	56
hazardous	17760	1
hazards	22010	1
he	2002	1329
head	2132	192
headed	3753	15
heading	5825	1
headlights	18167	1
headline	17653	1
headlined	25214	2
headlining	26533	3
headquartered	9403	7
headquarters	4075	34
heads	4641	99
health	2740	23
healthcare	9871	1
healthy	7965	1
hear	2963	3
heard	2657	9
hearing	4994	13
heart	2540	8
heartland	27399	11
hearts	8072	1
heat	3684	13
heated	9685	1
heating	10808	1
heats	18559	1
heavier	11907	5
heaviest	26858	7
heavily	4600	18
heavy	3082	78
heck	17752	1
hectare	20406	1
hectares	9076	5
hedge	17834	1
heel	12073	3
height	4578	11
heir	8215	9
heiress	20020	1
held	2218	91
helicopter	7739	5
helicopters	12400	24
hell	3109	10
hellenic	23122	1
help	2393	25
helped	3271	17
helping	5094	7
helpless	13346	1
helps	7126	1
hemisphere	14130	1
hepburn	22004	1
her	2014	195
herald	9536	2
here	2182	26
heritage	4348	5
hero	5394	8
herself	2841	4
hesitate	16390	1
heterosexual	28229	2
hiatus	14221	4
hid	11041	1
hidden	5023	5
hide	5342	2
hideout	29588	1
hides	17382	1
hiding	6318	4
high	2152	142
higher	3020	21
highest	3284	19
highlighted	11548	4
highlights	11637	3
highly	3811	27
highs	26836	1
highway	3307	22
highways	10292	8
hills	4564	15
hillside	18573	1
him	2032	241
himself	2370	57
hind	17666	1
hip	5099	2
hire	10887	3
hired	5086	10
hires	28208	1
hiring	14763	5
his	2010	1179
historian	5272	20
historians	7862	27
historic	3181	6
historical	3439	12
historically	7145	2
histories	15215	12
history	2381	84
hit	2718	43
hits	4978	19
hitter	18694	4
hitting	7294	8
hoc	21929	1
hockey	3873	1
hoisted	27269	1
hold	2907	26
holding	3173	10
holds	4324	9
hole	4920	3
holes	8198	4
holiday	6209	1
holidays	11938	4
hollow	8892	2
homage	14822	2
home	2188	88
homeless	11573	7
homes	5014	30
hometown	9627	2
homosexual	15667	5
homosexuality	15949	3
honor	3932	13
honorary	5756	2
honored	8686	4
honors	7836	11
honour	6225	7
honoured	15546	1
hook	8103	2
hooks	18008	2
hoop	27669	1
hop	6154	2
hope	3246	7
hoped	5113	4
hoping	5327	1
horizontal	9876	10
hormone	18714	1
horns	11569	1
horrible	9202	1
horribly	27762	1
horrific	23512	1
horror	5469	2
horrors	22812	3
horse	3586	13
horsemen	25431	2
horsepower	15149	2
horses	5194	1
horticultural	26235	6
hospital	2902	29
hospitals	8323	5
host	3677	2
hostage	13446	4
hosted	4354	18
hostile	10420	3
hostilities	17601	4
hostility	18258	3
hosts	6184	7
hot	2980	9
hotel	3309	5
hotels	9275	1
hotter	22302	1
hour	3178	36
hourly	21462	1
hours	2847	41
house	2160	41
housed	7431	8
household	4398	5
households	3911	3
housekeeper	22583	1
houses	3506	32
housing	3847	7
hovering	16349	1
how	2129	49
however	2174	157
hp	6522	2
hub	9594	3
huge	4121	4
hugely	27564	2
hull	6738	22
human	2529	31
humanitarian	11470	4
humanity	8438	8
humans	4286	1
humble	15716	2
humidity	18213	2
humiliating	28284	1
hundred	3634	16
hundreds	5606	7
hung	5112	11
hungarian	5588	17
hungry	7501	4
hunter	4477	4
hunters	9624	3
hunting	5933	4
hurricanes	17035	1
hurried	9520	2
hurry	9241	1
hurt	3480	1
hurts	13403	1
husband	3129	11
hut	12570	1
hybrid	8893	3
hybrids	23376	2
hydraulic	14761	2
hydrogen	9732	7
hyper	23760	1
hypothesis	10744	1
hypothetical	25613	1
iberian	21988	1
ice	3256	20
iconic	14430	4
icy	13580	2
idea	2801	18
ideal	7812	4
ideals	15084	2
ideas	4784	14
identical	7235	5
identifiable	27800	1
identification	8720	6
identified	4453	17
identifies	14847	3
identify	6709	4
identifying	12151	1
ideological	17859	2
if	2065	89
ignited	22395	1
ignored	6439	2
illegal	6206	3
illness	7355	2
illuminated	14640	2
illumination	21203	2
illustrated	7203	6
illustrates	24899	1
illustration	14614	5
illustrations	11249	3
image	3746	57
imagery	13425	14
images	4871	18
imaginary	15344	2
imagination	9647	5
imagine	5674	3
imaging	12126	3
imitation	20017	2
immature	26838	1
immediate	6234	8
immediately	3202	28
immense	14269	4
immensely	24256	1
immigrant	11560	1
immigrants	7489	2
immigration	7521	1
imminent	17566	2
immortal	12147	1
immune	11311	1
impact	4254	17
impacted	19209	4
impacts	14670	3
impending	17945	3
impetus	27961	2
implementation	7375	3
implementations	24977	1
implemented	7528	7
implicated	20467	2
implication	25323	1
implies	12748	1
imply	19515	1
implying	20242	1
importance	5197	6
important	2590	46
importantly	14780	4
imported	10964	2
imports	17589	1
imposed	9770	3
impossible	5263	10
impress	17894	2
impressed	7622	7
impression	8605	4
impressions	19221	3
impressive	8052	2
imprisoned	8580	1
imprisonment	10219	3
improper	24156	1
improve	5335	7
improved	5301	10
improvement	7620	3
improvements	8377	4
improves	24840	1
improving	9229	1
improvisation	24584	1
in	1999	5074
inability	13720	3
inaccessible	29104	1
inactive	16389	1
inadequate	14710	1
inappropriate	15884	3
inaugural	7725	1
inauguration	17331	1
incarnation	15715	2
incense	28647	1
inception	12149	3
inch	4960	21
inches	5282	7
incident	5043	9
incidents	10444	4
inclined	13050	1
include	2421	39
included	2443	87
includes	2950	14
including	2164	134
inclusion	10502	2
inclusive	18678	2
income	3318	8
incomes	29373	1
incomplete	12958	6
incorporate	13265	1
incorporated	5100	8
incorporates	12374	2
incorporating	13543	1
incorporation	16935	1
incorrectly	19721	1
increase	3623	25
increased	3445	31
increases	7457	2
increasing	4852	22
increasingly	6233	12
incredibly	11757	1
incurred	22667	2
indeed	5262	5
indefinite	25617	1
indefinitely	20733	2
independence	4336	8
independent	2981	17
independently	9174	5
indian	2796	15
indicate	5769	6
indicated	5393	10
indicates	7127	6
indicating	8131	14
indication	12407	3
indications	24936	1
indicative	24668	1
indigenous	6284	19
indirect	14958	1
indirectly	17351	2
individual	3265	21
individually	14258	2
individuals	3633	12
indoor	7169	2
induced	10572	4
inducing	29290	1
inducted	8120	2
induction	15946	2
industrial	3919	23
industries	6088	8
industry	3068	19
ineffective	20694	3
inevitable	13418	2
inevitably	21268	1
inexperienced	26252	3
infamous	14429	1
infancy	22813	2
infant	10527	1
infantry	3939	123
infectious	16514	1
inferior	14092	3
infinite	10709	4
infinitely	25773	1
inflicted	17303	5
influence	3747	25
influenced	5105	24
influences	8092	3
influential	6383	9
inform	12367	1
informal	11900	1
information	2592	18
informed	6727	3
informs	15670	4
infrared	14611	9
infrastructure	6502	10
ing	13749	1
ingredients	12760	1
inhabitants	4864	16
inhabited	9613	2
inherent	16112	2
inheritance	12839	2
inherited	7900	1
inhibitors	25456	1
initial	3988	20
initially	3322	41
initiate	17820	1
initiated	7531	6
initiating	26616	3
initiative	6349	5
injection	13341	1
injunction	22928	1
injured	5229	15
injuries	6441	5
injuring	22736	2
injury	4544	14
ink	10710	1
inland	9514	8
inmate	24467	1
inner	5110	7
inning	12994	14
innings	7202	37
innocence	12660	2
innocent	7036	7
innovation	8144	1
innovations	15463	4
innovative	9525	4
input	7953	4
inquiries	27050	1
inscribed	14551	4
inscription	9315	2
inscriptions	12920	2
insects	9728	1
inserted	12889	3
insertion	23851	1
inside	2503	29
insides	19008	1
insisted	7278	5
insistence	20616	1
insisting	22604	1
insists	16818	1
inspection	10569	1
inspiration	7780	5
inspired	4427	9
inspiring	18988	1
instability	18549	2
installation	8272	2
installations	14111	4
installed	5361	11
instance	6013	7
instances	12107	3
instant	7107	2
instantly	6880	2
instead	2612	47
instincts	16160	1
institution	5145	1
institutions	4896	6
instructed	10290	2
instruction	7899	1
instructions	8128	8
instrument	6602	1
instrumental	6150	1
instrumentation	16015	2
instruments	5693	10
insufficient	13990	9
insult	15301	1
insults	23862	1
insurance	5427	5
intact	10109	2
intake	13822	1
integral	9897	3
integrate	17409	1
integrated	6377	2
integration	8346	1
integrity	11109	1
intellectual	7789	1
intelligence	4454	32
intended	3832	41
intending	16533	3
intense	6387	9
intensely	20531	1
intensified	15767	22
intensity	8015	62
intensive	11806	5
intent	7848	8
intention	6808	7
intentional	21249	1
intentionally	15734	2
intentions	11174	2
interact	11835	1
interaction	8290	8
intercept	19115	1
intercepted	16618	1
interchange	8989	1
intercourse	23198	2
interest	3037	18
interested	4699	5
interesting	5875	3
interests	5426	4
interfere	15115	3
interfered	28976	3
interference	11099	1
interfering	24324	1
interim	9455	7
interior	4592	16
interiors	20769	2
intermediate	7783	6
intermittent	23852	1
internal	4722	5
internally	16058	2
international	2248	40
internationally	7587	2
interned	26345	6
internet	4274	2
internment	29041	4
internship	22676	3
interpret	17841	2
interpretation	7613	5
interpretations	15931	3
interpreted	10009	7
interpreting	25455	2
interred	13917	2
interrogation	16871	3
interrupted	7153	3
intersect	29261	2
intersecting	27294	6
intersection	6840	17
intersections	26540	2
intersects	17349	5
interval	13483	1
intervals	14025	1
intervene	18793	2
intervening	26623	5
intervention	8830	4
interventions	19388	2
interview	4357	13
interviewed	10263	1
interviews	7636	7
intimacy	20893	1
intimate	10305	1
intimidated	28028	1
intimidating	24439	1
intimidation	28973	1
into	2046	307
introduce	8970	1
introduced	3107	20
introduces	13999	2
introducing	10449	2
introduction	4955	18
invaded	10836	6
invariably	26597	1
invasion	5274	32
invasions	23536	1
invented	8826	9
invention	11028	1
inventor	12235	3
inventory	12612	1
inversion	28527	3
inverted	20037	1
invest	15697	1
invested	11241	3
investigate	8556	2
investigated	10847	4
investigates	28062	3
investigating	11538	2
investigation	4812	6
investigations	9751	3
investigators	14766	2
investing	19920	1
investment	5211	4
investments	10518	2
investor	14316	2
invincible	25018	3
invitation	8468	3
invite	13260	1
invited	4778	6
invites	18675	2
involve	9125	1
involved	2920	40
involvement	6624	9
involves	7336	3
involving	5994	7
ios	16380	1
irish	3493	13
iron	3707	57
ironic	19313	2
ironically	18527	1
irony	19728	2
iroquois	23015	1
irrelevant	22537	1
irrigation	12442	2
irritation	17373	1
is	2003	1137
islamic	5499	1
islamist	27256	1
island	2479	52
isn	3475	3
isolate	27152	4
isolated	7275	12
israeli	5611	1
issue	3277	22
issued	3843	27
issues	3314	9
issuing	15089	3
it	2009	1024
italian	3059	34
item	8875	1
items	5167	5
its	2049	482
itself	2993	19
ives	23945	2
ix	11814	1
jade	12323	1
jaguar	16490	2
jail	7173	2
jammed	21601	1
japanese	2887	85
jaw	5730	7
jaws	16113	4
jazz	4166	1
jealous	9981	1
jeopardy	26604	1
jet	6892	2
jewellery	21545	1
jewish	3644	41
job	3105	22
jobs	5841	2
jockey	13989	1
join	3693	20
joined	2587	43
joining	5241	7
joins	9794	2
joint	4101	16
joke	8257	3
journalist	4988	4
journalists	8845	1
journey	4990	11
journeys	19147	1
joy	6569	1
judge	3648	6
judged	13224	3
judges	6794	2
judgment	8689	3
judicial	8268	2
judiciary	14814	1
juice	10869	1
jump	5376	2
jumping	8660	1
jumps	14523	2
jungle	8894	10
jurisdiction	7360	3
jury	6467	1
just	2074	71
justification	19777	1
justified	15123	2
justify	16114	1
juvenile	11799	4
juveniles	25406	2
k	1047	25
keel	19602	1
keen	10326	5
keep	2562	13
keeping	4363	7
keeps	7906	3
kept	2921	11
keyboard	9019	1
keys	6309	3
kg	4705	6
kick	5926	2
kicked	6476	3
kicking	10209	1
kid	4845	3
kids	4268	3
kill	3102	6
killed	2730	59
killing	4288	16
kilograms	18857	3
kilometer	20595	2
kilometers	7338	12
kilometre	13214	3
kilometres	3717	14
kind	2785	7
kindergarten	11793	1
kinetic	20504	1
kings	5465	3
kiss	3610	21
kit	8934	1
kitchen	3829	3
km	2463	186
knee	6181	5
kneeling	16916	1
knew	2354	13
knife	5442	1
knob	16859	3
knock	7324	5
knocked	6573	7
knocking	10591	1
knockout	11369	5
knocks	21145	1
knot	12226	2
knots	9439	19
know	2113	14
knowing	4209	3
knowledge	3716	11
known	2124	161
knows	4282	2
korean	4759	84
kw	6448	6
lab	6845	1
label	3830	10
labeled	12599	3
labels	10873	2
labor	4450	5
labourers	24043	1
labyrinth	24239	1
lack	3768	33
lacked	10858	10
lacking	11158	5
lacks	14087	4
ladder	10535	5
lagoon	15825	3
laid	4201	29
lake	2697	11
lakes	6597	5
land	2455	67
landed	5565	17
landfall	21042	30
landing	4899	26
landings	16805	5
landmark	8637	3
landmarks	16209	4
landowners	20152	1
lands	4915	3
landscape	5957	8
landscapes	12793	2
landscaping	28404	1
lane	4644	7
lanes	10914	1
language	2653	37
languages	4155	3
large	2312	127
largely	4321	18
larger	3469	31
largest	2922	34
larvae	9673	4
last	2197	58
lasted	6354	10
lasting	9879	3
lastly	22267	1
lasts	16180	1
late	2397	94
later	2101	218
lateral	11457	1
latest	6745	6
latitude	15250	2
latter	3732	41
lauded	26507	3
laughed	4191	1
laughing	5870	1
laughs	11680	1
launch	4888	15
launched	3390	25
launches	18989	1
lavish	22689	3
law	2375	23
lawn	10168	1
laws	4277	2
lawsuit	9870	5
lawyer	5160	6
lawyers	9559	3
lax	27327	1
lay	3913	14
layer	6741	1
layered	21323	1
layers	9014	2
laying	10201	4
lb	6053	7
lead	2599	49
leader	3003	12
leaders	4177	3
leadership	4105	8
leading	2877	33
leads	5260	5
leaf	7053	2
leaflets	27306	1
league	2223	88
leagues	8121	6
leak	17271	1
leaked	15748	1
leaking	24325	1
leaks	29324	2
leaning	6729	2
leaped	16900	1
learn	4553	3
learned	4342	8
learning	4083	4
learns	10229	3
least	2560	52
leave	2681	26
leaves	3727	16
leaving	2975	30
lebanese	12592	1
lecture	8835	3
led	2419	92
left	2187	88
leg	4190	3
legacy	8027	2
legal	3423	7
legally	10142	1
legend	5722	5
legendary	8987	5
legends	9489	1
legions	23269	4
legislation	6094	2
legislators	22680	1
legislature	6372	10
legitimacy	22568	2
legitimate	11476	2
legs	3456	3
length	3091	15
lengthy	12401	2
lenses	15072	1
lent	15307	3
lesbian	11690	2
less	2625	46
lesser	8276	6
lesson	10800	1
lessons	8220	1
let	2292	14
lethal	12765	1
lets	11082	3
lettering	25782	2
letters	4144	6
level	2504	20
leveled	22915	4
levels	3798	12
liability	14000	1
liable	20090	2
liberal	4314	4
liberated	19553	1
liberation	7931	1
liberties	18271	4
libyan	19232	1
license	6105	3
licenses	15943	1
lie	4682	2
lies	3658	17
lieu	22470	1
life	2166	95
lifeless	22185	1
lifelong	13506	2
lifestyle	9580	9
lifetime	6480	3
lift	6336	5
lifted	4196	9
lifting	8783	6
lifts	13695	3
light	2422	89
lighter	9442	5
lighting	7497	8
lightly	8217	5
lightning	7407	2
lights	4597	3
lightweight	12038	1
like	2066	137
liked	4669	5
likelihood	16593	3
likely	3497	24
likened	28834	2
likeness	28275	1
likes	7777	1
likewise	10655	9
limb	15291	6
limbs	10726	9
limestone	9771	4
limit	5787	3
limitations	12546	1
limited	3132	28
limiting	14879	1
limits	6537	6
limp	14401	1
line	2240	99
lineage	13321	1
linebacker	15674	1
lined	7732	1
liner	11197	2
lines	3210	43
lingering	15304	1
link	4957	6
linked	5799	1
linking	11383	4
links	6971	4
lip	5423	4
lips	2970	7
lipstick	22359	1
list	2862	27
listed	3205	5
listen	4952	1
listened	7791	1
listening	5962	1
listing	10328	2
lists	7201	4
lit	5507	3
literacy	8433	1
literal	18204	2
literally	6719	1
literary	4706	24
literature	3906	9
little	2210	55
liturgy	21176	1
live	2444	23
lived	2973	14
lives	3268	15
livestock	11468	1
living	2542	29
lizard	15450	1
load	7170	8
loaded	8209	10
loading	10578	15
loan	5414	13
loaned	13190	5
loans	10940	1
lobbied	26421	1
lobes	24423	1
local	2334	70
locally	7246	2
locate	12453	4
located	2284	72
locating	26339	1
location	3295	23
locations	5269	8
lock	5843	9
locked	5299	1
locker	12625	1
locks	11223	2
lodge	7410	1
logging	15899	1
logical	11177	1
logistical	28961	2
logistics	12708	1
lone	10459	2
loneliness	20334	2
long	2146	105
longed	23349	1
longer	2936	33
longest	6493	5
longtime	11155	1
look	2298	21
looked	2246	6
looking	2559	12
lookout	19052	1
looks	3504	5
loomed	24358	1
looming	23430	1
loop	7077	2
loose	6065	5
loosely	11853	1
lords	8140	1
lose	4558	4
loser	10916	6
loses	12386	5
losing	3974	25
loss	3279	23
losses	6409	13
lost	2439	67
lot	2843	10
lots	7167	1
louder	10989	1
loudly	9928	1
love	2293	21
loved	3866	2
lovely	8403	1
loves	7459	3
low	2659	49
lowered	6668	1
lowering	13845	2
lowers	24950	1
lowest	7290	8
lowland	15234	1
lowlands	26411	1
loyal	8884	7
loyalist	23414	6
loyalists	26590	1
loyalty	9721	3
lucky	5341	1
luggage	17434	1
lumber	13891	2
luminous	25567	1
lunar	11926	15
lung	11192	1
lure	17256	1
lush	16299	1
